survey_year,stratum,survey_species,estimate,standard_error
1972,15,AMWI,79641,43017
1972,15,BUFF,33078,23999
1972,15,CAGO,44304,44304
1972,15,GOLD,3851,4362
1972,15,MALL,61389,35945
1972,15,MERG,1360,1541
1972,15,NOPI,99541,8197
1972,15,RNDU,4298,3698
1972,15,SCAU,559885,94094
1972,15,SWAN,1068,915
1972,16,AGWT,9599,10218
1972,16,AMWI,7605,8096
1972,16,BUFF,18951,8892
1972,16,GOLD,4412,3240
1972,16,MALL,60292,14863
1972,16,MERG,10909,7352
1972,16,NOPI,13035,6454
1972,16,NSHO,4272,5251
1972,16,SCAU,661188,312676
1972,16,SWAN,18968,20045
1972,17,AGWT,172550,55953
1972,17,AMWI,118715,30256
1972,17,BUFF,83245,29369
1972,17,BWTE,11934,12439
1972,17,CAGO,36823,36823
1972,17,CANV,3001,2706
1972,17,GADW,1757,1873
1972,17,GOLD,6262,3333
1972,17,MALL,345431,110207
1972,17,MERG,1474,927
1972,17,NOPI,118703,32235
1972,17,NSHO,40416,26817
1972,17,RNDU,12813,7210
1972,17,SCAU,1399211,445582
1972,17,SWAN,1158,1209
1972,18,AGWT,27269,14685
1972,18,AMWI,97217,28707
1972,18,BUFF,49991,26769
1972,18,BWTE,8959,6946
1972,18,CANV,4506,3479
1972,18,GOLD,3134,3252
1972,18,MALL,85642,28118
1972,18,MERG,1107,1149
1972,18,NOPI,11572,8860
1972,18,NSHO,6068,1877
1972,18,RNDU,8744,4102
1972,18,SCAU,761709,291787
1972,20,AGWT,18614,3388
1972,20,AMCO,6798,6523
1972,20,AMWI,22441,5095
1972,20,BUFF,5022,2808
1972,20,BWTE,10635,3720
1972,20,CANV,4814,2063
1972,20,GADW,7202,1449
1972,20,GOLD,1860,1449
1972,20,MALL,34172,8882
1972,20,MERG,2102,735
1972,20,NOPI,14012,3415
1972,20,NSHO,19089,5829
1972,20,REDH,3206,1270
1972,20,RNDU,2491,632
1972,20,RUDU,1531,821
1972,20,SCAU,23671,6375
1972,21,AGWT,10552,3798
1972,21,AMCO,1305,1305
1972,21,AMWI,53841,19596
1972,21,BUFF,31593,6765
1972,21,BWTE,2858,2771
1972,21,CAGO,22623,22623
1972,21,GOLD,11998,7635
1972,21,MALL,127206,29138
1972,21,MERG,26132,10182
1972,21,RNDU,40827,8245
1972,21,RUDU,2469,1676
1972,21,SCAU,83590,13172
1972,22,AGWT,22658,6296
1972,22,AMCO,4585,4045
1972,22,AMWI,54249,15270
1972,22,BUFF,27482,6476
1972,22,BWTE,45193,19045
1972,22,CANV,6945,2619
1972,22,GADW,6653,2907
1972,22,GOLD,15809,5587
1972,22,MALL,183252,50858
1972,22,MERG,24195,9251
1972,22,NOPI,6487,3862
1972,22,NSHO,5102,3161
1972,22,REDH,3784,3136
1972,22,RNDU,35057,11532
1972,22,RUDU,1446,1411
1972,22,SCAU,151908,48106
1972,23,AGWT,28531,8767
1972,23,AMCO,1323,1323
1972,23,AMWI,38534,12241
1972,23,BUFF,53491,16540
1972,23,BWTE,11592,11374
1972,23,CAGO,1555,1555
1972,23,GADW,3413,3836
1972,23,GOLD,22302,7198
1972,23,MALL,177470,46404
1972,23,MERG,40817,14371
1972,23,NOPI,5990,6728
1972,23,NSHO,9814,7527
1972,23,RNDU,23256,6269
1972,23,SCAU,228415,99622
1972,24,AGWT,49929,17102
1972,24,AMCO,6412,4536
1972,24,AMWI,93370,20006
1972,24,BUFF,36171,6981
1972,24,BWTE,18726,15626
1972,24,CAGO,24493,24493
1972,24,CANV,4709,4972
1972,24,GADW,8270,7383
1972,24,GOLD,39301,14100
1972,24,MALL,236679,49385
1972,24,MERG,27762,7943
1972,24,NOPI,2419,1499
1972,24,REDH,1411,1492
1972,24,RNDU,122467,26259
1972,24,SCAU,188528,59449
1972,25,AGWT,18721,4763
1972,25,AMCO,13160,4892
1972,25,AMWI,41918,10736
1972,25,BUFF,18301,10469
1972,25,BWTE,127304,34501
1972,25,CAGO,5478,5478
1972,25,CANV,9664,4369
1972,25,GADW,19449,5805
1972,25,GOLD,10502,3351
1972,25,MALL,145595,35564
1972,25,MERG,10980,3814
1972,25,NOPI,15824,3833
1972,25,NSHO,27250,8504
1972,25,REDH,16292,3980
1972,25,RNDU,38549,16244
1972,25,RUDU,8644,2955
1972,25,SCAU,122065,51652
1972,26,AGWT,242925,73519
1972,26,AMCO,87052,24141
1972,26,AMWI,255170,43681
1972,26,BUFF,49426,15064
1972,26,BWTE,366006,60680
1972,26,CAGO,1084,1084
1972,26,CANV,52841,16828
1972,26,GADW,264048,70897
1972,26,GOLD,10511,6151
1972,26,MALL,1131736,129502
1972,26,MERG,620,605
1972,26,NOPI,616868,115695
1972,26,NSHO,233052,26014
1972,26,POND,517134,80922
1972,26,REDH,71367,17409
1972,26,RNDU,20356,9029
1972,26,RUDU,54750,22962
1972,26,SCAU,294706,69438
1972,27,AGWT,23456,10030
1972,27,AMCO,3943,2360
1972,27,AMWI,74230,22014
1972,27,BUFF,2347,1054
1972,27,BWTE,53064,15992
1972,27,CAGO,1351,1351
1972,27,CANV,7002,5408
1972,27,GADW,82017,28565
1972,27,GOLD,794,783
1972,27,MALL,278050,45595
1972,27,MERG,773,766
1972,27,NOPI,296869,84741
1972,27,NSHO,57658,17033
1972,27,POND,92732,19625
1972,27,REDH,17795,12726
1972,27,RNDU,3328,1109
1972,27,RUDU,26317,22499
1972,27,SCAU,62492,34114
1972,28,AGWT,12945,8035
1972,28,AMCO,12869,9530
1972,28,AMWI,65573,8336
1972,28,BUFF,1101,566
1972,28,BWTE,42279,7429
1972,28,CAGO,19541,19541
1972,28,CANV,2613,1411
1972,28,GADW,60696,11871
1972,28,GOLD,2794,2794
1972,28,MALL,216983,12924
1972,28,MERG,1814,1814
1972,28,NOPI,417561,30865
1972,28,NSHO,88855,6035
1972,28,POND,60060,6747
1972,28,REDH,18005,5169
1972,28,RNDU,3253,1503
1972,28,RUDU,16718,11336
1972,28,SCAU,46693,11714
1972,29,AGWT,8745,3857
1972,29,AMCO,18744,9447
1972,29,AMWI,53459,20476
1972,29,BUFF,446,439
1972,29,BWTE,33502,7417
1972,29,CAGO,8562,8562
1972,29,CANV,3025,2084
1972,29,GADW,38178,8112
1972,29,GOLD,1510,951
1972,29,MALL,198551,29483
1972,29,MERG,980,970
1972,29,NOPI,385111,75985
1972,29,NSHO,56171,9195
1972,29,POND,61204,14544
1972,29,REDH,10946,4799
1972,29,RNDU,3691,2195
1972,29,RUDU,4170,4100
1972,29,SCAU,22874,7424
1972,30,AGWT,21553,4598
1972,30,AMCO,47274,16232
1972,30,AMWI,200919,60490
1972,30,BUFF,19492,10669
1972,30,BWTE,230001,73543
1972,30,CAGO,1902,1902
1972,30,CANV,42092,12223
1972,30,GADW,81543,14401
1972,30,GOLD,2236,2236
1972,30,MALL,540495,63248
1972,30,NOPI,337315,108432
1972,30,NSHO,204971,61905
1972,30,POND,349128,36113
1972,30,REDH,41180,17558
1972,30,RNDU,2734,2259
1972,30,RUDU,18164,5781
1972,30,SCAU,91094,31602
1972,31,AGWT,57191,23866
1972,31,AMCO,82819,18073
1972,31,AMWI,110019,34461
1972,31,BUFF,7588,3640
1972,31,BWTE,222092,65129
1972,31,CAGO,8639,8639
1972,31,CANV,28115,12344
1972,31,GADW,61728,10208
1972,31,GOLD,1524,1414
1972,31,MALL,567782,118699
1972,31,NOPI,405547,100790
1972,31,NSHO,254064,87008
1972,31,POND,646164,203078
1972,31,REDH,55221,20094
1972,31,RNDU,1064,1154
1972,31,RUDU,16875,8131
1972,31,SCAU,45365,19641
1972,32,AGWT,24946,8200
1972,32,AMCO,51051,13869
1972,32,AMWI,239063,51854
1972,32,BUFF,2072,937
1972,32,BWTE,204368,49025
1972,32,CAGO,2935,2935
1972,32,CANV,27224,9253
1972,32,GADW,238130,46122
1972,32,MALL,776280,119322
1972,32,NOPI,800717,141345
1972,32,NSHO,255598,74531
1972,32,POND,357204,44445
1972,32,REDH,29505,7027
1972,32,RNDU,452,449
1972,32,RUDU,1911,1296
1972,32,SCAU,66898,21876
1972,33,AGWT,2495,2417
1972,33,AMCO,3713,1761
1972,33,AMWI,30974,10562
1972,33,BUFF,437,424
1972,33,BWTE,39831,19957
1972,33,CAGO,13248,13248
1972,33,CANV,2723,1387
1972,33,GADW,21588,5944
1972,33,MALL,126179,20164
1972,33,NOPI,158557,65833
1972,33,NSHO,33447,18458
1972,33,POND,63142,9055
1972,33,REDH,13657,8926
1972,33,RNDU,1288,1248
1972,33,SCAU,14238,7938
1972,34,AGWT,60797,22564
1972,34,AMCO,66307,15873
1972,34,AMWI,118847,22915
1972,34,BUFF,482,482
1972,34,BWTE,196559,44808
1972,34,CANV,26286,6128
1972,34,GADW,39605,7760
1972,34,GOLD,815,815
1972,34,MALL,452174,74724
1972,34,NOPI,278158,51017
1972,34,NSHO,87259,17451
1972,34,POND,545974,82841
1972,34,REDH,11897,4526
1972,34,RNDU,1610,1043
1972,34,RUDU,24863,16481
1972,34,SCAU,11834,4062
1972,35,AGWT,65264,15242
1972,35,AMCO,33735,7861
1972,35,AMWI,72519,21749
1972,35,BUFF,1656,1578
1972,35,BWTE,120037,24586
1972,35,CANV,8893,2680
1972,35,GADW,46221,10980
1972,35,MALL,248553,38168
1972,35,NOPI,281259,57747
1972,35,NSHO,86564,17211
1972,35,POND,302777,23454
1972,35,REDH,7095,2483
1972,35,RNDU,1383,1318
1972,35,RUDU,5338,4366
1972,35,SCAU,13142,7445
1972,36,AGWT,2630,2458
1972,36,AMCO,1567,1274
1972,36,AMWI,2814,1036
1972,36,BUFF,2982,1252
1972,36,BWTE,7861,4422
1972,36,CAGO,2080,2080
1972,36,CANV,896,341
1972,36,GADW,2285,2134
1972,36,GOLD,5503,2806
1972,36,MALL,10425,3581
1972,36,MERG,3573,2184
1972,36,NOPI,2523,2357
1972,36,NSHO,3385,3164
1972,36,POND,103819,27956
1972,36,REDH,2602,1007
1972,36,SCAU,7803,3229
1972,37,AGWT,42409,15905
1972,37,AMCO,33685,11761
1972,37,AMWI,46324,15190
1972,37,BUFF,4006,3613
1972,37,BWTE,153158,35332
1972,37,CAGO,14673,14673
1972,37,CANV,12039,4233
1972,37,GADW,23022,11291
1972,37,MALL,173288,34926
1972,37,MERG,1600,1307
1972,37,NOPI,64416,24780
1972,37,NSHO,54571,11105
1972,37,POND,431494,40180
1972,37,REDH,25473,7198
1972,37,RNDU,4380,1422
1972,37,RUDU,14613,5790
1972,37,SCAU,28987,10179
1972,38,AGWT,5860,4436
1972,38,AMCO,7330,4520
1972,38,AMWI,4702,3551
1972,38,BWTE,15324,14046
1972,38,MALL,32712,12058
1972,38,NOPI,19674,8925
1972,38,NSHO,7540,3083
1972,38,POND,48055,6200
1972,38,SCAU,511,583
1972,39,AGWT,31682,13223
1972,39,AMCO,56622,14629
1972,39,AMWI,29461,8645
1972,39,BUFF,777,732
1972,39,BWTE,121746,40194
1972,39,CANV,5139,1916
1972,39,GADW,19328,5924
1972,39,MALL,92013,15627
1972,39,NOPI,62234,10204
1972,39,NSHO,28149,5821
1972,39,POND,180364,19915
1972,39,REDH,13646,3537
1972,39,RNDU,3947,3209
1972,39,RUDU,1782,990
1972,39,SCAU,10268,2978
1972,40,AGWT,24441,7527
1972,40,AMCO,60479,19424
1972,40,AMWI,25649,5310
1972,40,BUFF,2519,1610
1972,40,BWTE,108167,30051
1972,40,CANV,15050,4615
1972,40,GADW,22453,7620
1972,40,MALL,122579,19415
1972,40,MERG,426,444
1972,40,NOPI,63125,18641
1972,40,NSHO,25402,5374
1972,40,POND,249992,30270
1972,40,REDH,17802,7330
1972,40,RNDU,518,551
1972,40,RUDU,9440,3625
1972,40,SCAU,21654,6237
1972,41,AGWT,18300,4848
1972,41,AMCO,11166,4522
1972,41,AMWI,87352,16769
1972,41,BUFF,376,356
1972,41,BWTE,9145,4655
1972,41,CAGO,30332,30332
1972,41,CANV,2640,1315
1972,41,GADW,11573,4378
1972,41,GOLD,4458,2293
1972,41,MALL,228788,38925
1972,41,NOPI,202019,52608
1972,41,NSHO,45663,12646
1972,41,POND,151323,11008
1972,41,SCAU,27182,7878
1972,42,AGWT,13433,5787
1972,42,AMCO,6375,2780
1972,42,AMWI,42474,9685
1972,42,BUFF,1290,929
1972,42,BWTE,7831,4093
1972,42,CAGO,1237,1237
1972,42,CANV,4069,1897
1972,42,GADW,3964,1959
1972,42,GOLD,4363,3350
1972,42,MALL,145407,21210
1972,42,MERG,708,683
1972,42,NOPI,38577,12338
1972,42,NSHO,15479,5898
1972,42,POND,131937,5383
1972,42,RUDU,5656,5672
1972,42,SCAU,12324,4422
1972,43,AGWT,10938,3089
1972,43,AMCO,33829,18051
1972,43,AMWI,14472,4400
1972,43,BUFF,2607,1227
1972,43,BWTE,50134,12863
1972,43,CANV,1828,1389
1972,43,GADW,4809,3197
1972,43,GOLD,1103,1096
1972,43,MALL,104726,22077
1972,43,MERG,1432,1455
1972,43,NOPI,119982,28867
1972,43,NSHO,12352,3253
1972,43,POND,130877,6018
1972,43,SCAU,2768,1145
1972,44,AGWT,2531,1665
1972,44,AMCO,15612,6423
1972,44,AMWI,95749,20166
1972,44,BUFF,1458,1484
1972,44,BWTE,227201,75465
1972,44,CAGO,2097,2097
1972,44,CANV,5110,2543
1972,44,GADW,7170,4934
1972,44,GOLD,1233,1254
1972,44,MALL,216826,48139
1972,44,NOPI,117063,31642
1972,44,NSHO,58014,19356
1972,44,POND,205501,13646
1972,44,SCAU,24764,10095
1972,45,AGWT,27230,6422
1972,45,AMCO,92086,17735
1972,45,AMWI,6711,3656
1972,45,BWTE,420062,68090
1972,45,CANV,19342,7448
1972,45,GADW,227801,49486
1972,45,MALL,431991,93329
1972,45,NOPI,429305,157150
1972,45,NSHO,182648,71563
1972,45,POND,374207,59812
1972,45,REDH,83960,22248
1972,45,RNDU,315,332
1972,45,RUDU,40709,16863
1972,45,SCAU,20466,5275
1972,46,AGWT,12831,3974
1972,46,AMCO,48533,8896
1972,46,AMWI,5264,1271
1972,46,BWTE,240661,36076
1972,46,CANV,9055,4477
1972,46,GADW,104106,25170
1972,46,MALL,93619,15401
1972,46,NOPI,144859,48739
1972,46,NSHO,74417,21613
1972,46,POND,163736,21332
1972,46,REDH,42948,8547
1972,46,RNDU,359,363
1972,46,RUDU,14425,4740
1972,46,SCAU,7184,3010
1972,47,AMCO,4388,2805
1972,47,AMWI,2629,2375
1972,47,BWTE,69425,30783
1972,47,GADW,16861,9588
1972,47,MALL,43663,15163
1972,47,NOPI,54942,22679
1972,47,NSHO,20439,13133
1972,47,POND,39105,13780
1972,48,AGWT,35985,11555
1972,48,AMCO,77157,16311
1972,48,AMWI,1417,906
1972,48,BWTE,808311,108468
1972,48,CAGO,432,432
1972,48,CANV,8628,4579
1972,48,GADW,167345,45542
1972,48,MALL,216355,45443
1972,48,NOPI,243514,92532
1972,48,NSHO,212038,58700
1972,48,POND,291933,41935
1972,48,REDH,44819,17826
1972,48,RUDU,26559,14081
1972,48,SCAU,13292,5424
1972,49,AGWT,4095,1832
1972,49,AMCO,18168,6906
1972,49,AMWI,1935,1216
1972,49,BWTE,173519,39593
1972,49,CAGO,884,884
1972,49,CANV,421,455
1972,49,GADW,17580,6564
1972,49,MALL,59810,14560
1972,49,NOPI,34861,15034
1972,49,NSHO,60800,22312
1972,49,POND,119609,20503
1972,49,REDH,3748,2268
1972,49,RUDU,3556,3341
1972,49,SCAU,3026,1675
1972,50,ABDU,46565,30381
1972,50,AGWT,7601,5181
1972,50,AMWI,10265,6682
1972,50,BUFF,18558,5295
1972,50,CAGO,13102,13102
1972,50,GOLD,153389,48138
1972,50,MALL,189109,36244
1972,50,MERG,147270,47589
1972,50,NOPI,5585,3473
1972,50,RNDU,16851,3266
1972,50,SCAU,117256,16227
1972,75,AGWT,140735,67539
1972,75,AMCO,23674,18489
1972,75,AMWI,95126,57391
1972,75,BUFF,82517,24500
1972,75,BWTE,37015,29188
1972,75,CAGO,5296,5296
1972,75,CANV,9918,7793
1972,75,GADW,4366,3399
1972,75,GOLD,39746,38327
1972,75,MALL,152803,61371
1972,75,MERG,608,734
1972,75,NOPI,19736,15385
1972,75,NSHO,15036,11747
1972,75,REDH,2233,1740
1972,75,RNDU,1924,1507
1972,75,RUDU,28434,22142
1972,75,SCAU,322832,144751
1972,76,AGWT,148671,67929
1972,76,AMCO,1540,1203
1972,76,AMWI,60911,17466
1972,76,BUFF,54915,30710
1972,76,BWTE,33709,26581
1972,76,CAGO,3617,3617
1972,76,GADW,7951,2245
1972,76,GOLD,2361,1881
1972,76,MALL,150502,87022
1972,76,MERG,830,1003
1972,76,NOPI,22612,17626
1972,76,NSHO,25103,19613
1972,76,REDH,5084,2176
1972,76,RNDU,21029,15332
1972,76,RUDU,1942,2372
1972,76,SCAU,69631,30899
1972,77,AGWT,270109,112823
1972,77,AMWI,336974,104236
1972,77,BUFF,98983,28221
1972,77,BWTE,50321,13967
1972,77,CAGO,15087,15087
1972,77,CANV,4462,4217
1972,77,GADW,1746,1647
1972,77,GOLD,12437,4883
1972,77,MALL,505043,130946
1972,77,MERG,7292,2825
1972,77,NOPI,51932,23923
1972,77,NSHO,86172,48009
1972,77,REDH,7143,2900
1972,77,RNDU,27700,13183
1972,77,RUDU,13643,12283
1972,77,SCAU,519404,184024
1972,77,SWAN,574,574
1973,1,AGWT,1954,1661
1973,1,AMWI,804,558
1973,1,BUFF,205,174
1973,1,CAGO,635,635
1973,1,GOLD,3768,1975
1973,1,MALL,2752,1113
1973,1,NOPI,4980,1922
1973,1,SCAU,2204,544
1973,1,SWAN,220,108
1973,2,AGWT,2665,1745
1973,2,AMWI,7674,3438
1973,2,BUFF,6972,2202
1973,2,CANV,730,530
1973,2,GOLD,2163,1081
1973,2,MALL,10722,3459
1973,2,NOPI,8865,3589
1973,2,NSHO,8801,4554
1973,2,SCAU,45755,9419
1973,2,SWAN,1350,676
1973,3,AGWT,26285,9124
1973,3,AMWI,40680,10630
1973,3,BUFF,12837,4538
1973,3,CAGO,4476,4476
1973,3,CANV,21598,10194
1973,3,GADW,428,441
1973,3,GOLD,26419,15702
1973,3,MALL,51116,15945
1973,3,NOPI,50852,12569
1973,3,NSHO,8031,3180
1973,3,SCAU,84938,28477
1973,3,SWAN,1057,500
1973,4,AGWT,64756,23514
1973,4,AMWI,85349,15885
1973,4,BUFF,16063,4286
1973,4,CAGO,11696,11696
1973,4,CANV,93934,44811
1973,4,GOLD,24338,13027
1973,4,MALL,69479,13009
1973,4,MERG,860,622
1973,4,NOPI,195559,32632
1973,4,NSHO,22178,5549
1973,4,SCAU,218559,49709
1973,5,AGWT,9610,2335
1973,5,AMWI,11295,2944
1973,5,BUFF,1437,474
1973,5,CAGO,18076,18076
1973,5,CANV,940,644
1973,5,GOLD,6408,2905
1973,5,MALL,9390,3837
1973,5,MERG,197,190
1973,5,NOPI,78705,22187
1973,5,NSHO,5700,2472
1973,5,SCAU,13509,2748
1973,5,SWAN,155,149
1973,6,AGWT,3642,1804
1973,6,AMWI,19478,5624
1973,6,BUFF,1334,601
1973,6,CAGO,2664,2664
1973,6,CANV,499,382
1973,6,GOLD,1848,1281
1973,6,MALL,6594,2410
1973,6,NOPI,19591,4300
1973,6,NSHO,2406,1187
1973,6,SCAU,26319,5510
1973,6,SWAN,820,569
1973,8,AGWT,15289,5195
1973,8,AMWI,9492,3250
1973,8,BUFF,800,806
1973,8,CAGO,2486,2486
1973,8,CANV,524,503
1973,8,GOLD,1552,1053
1973,8,MALL,20702,5599
1973,8,MERG,822,616
1973,8,NOPI,37400,9036
1973,8,NSHO,4078,1978
1973,8,SCAU,80291,29622
1973,8,SWAN,11407,1755
1973,9,AGWT,75243,23544
1973,9,AMWI,70625,12479
1973,9,CAGO,111094,111094
1973,9,CANV,3485,2255
1973,9,GOLD,18444,7095
1973,9,MALL,51665,12272
1973,9,MERG,1042,526
1973,9,NOPI,464115,50818
1973,9,NSHO,13184,2916
1973,9,SCAU,203100,27001
1973,9,SWAN,51768,7157
1973,10,AGWT,5363,2785
1973,10,AMWI,11074,9137
1973,10,CAGO,12972,12972
1973,10,GOLD,6362,8281
1973,10,MALL,3858,1226
1973,10,MERG,613,798
1973,10,NOPI,88031,23058
1973,10,SCAU,46513,10370
1973,10,SWAN,2246,699
1973,11,AGWT,11178,8954
1973,11,AMWI,47020,22705
1973,11,CAGO,14485,14485
1973,11,CANV,2712,1752
1973,11,GOLD,804,787
1973,11,MALL,8041,3792
1973,11,NOPI,154950,34049
1973,11,NSHO,4224,2367
1973,11,SCAU,68513,15892
1973,11,SWAN,2675,1445
1973,12,AGWT,858,811
1973,12,AMWI,30605,12198
1973,12,BUFF,242,229
1973,12,CAGO,948,948
1973,12,CANV,1986,794
1973,12,MALL,2247,1243
1973,12,NOPI,11804,1169
1973,12,NSHO,2292,1110
1973,12,SCAU,46453,24067
1973,12,SWAN,766,287
1973,13,AGWT,10753,5618
1973,13,AMWI,47705,16077
1973,13,CANV,1421,1421
1973,13,MALL,12758,2981
1973,13,MERG,1397,1023
1973,13,NOPI,32855,4534
1973,13,NSHO,957,957
1973,13,RNDU,552,552
1973,13,SCAU,76111,27111
1973,13,SWAN,822,822
1973,14,AGWT,19380,17313
1973,14,AMWI,249498,62781
1973,14,CAGO,16228,16228
1973,14,MALL,25361,6255
1973,14,MERG,10226,5269
1973,14,NOPI,116786,48494
1973,14,NSHO,10781,5973
1973,14,RNDU,1243,1110
1973,14,SCAU,905549,166110
1973,14,SWAN,28413,20890
1973,15,AGWT,25131,28633
1973,15,AMWI,79641,39442
1973,15,BUFF,28352,19929
1973,15,CAGO,32490,32490
1973,15,GOLD,23104,20069
1973,15,MALL,35079,22935
1973,15,MERG,1360,1181
1973,15,NOPI,42660,26151
1973,15,RNDU,2149,2450
1973,15,SCAU,468000,139769
1973,16,AGWT,28796,17040
1973,16,AMWI,45628,34310
1973,16,BUFF,37901,23970
1973,16,MALL,3350,2401
1973,16,MERG,14026,10578
1973,16,NOPI,9776,6949
1973,16,SCAU,467464,235923
1973,16,SWAN,9790,5685
1973,17,AGWT,148772,55292
1973,17,AMCO,1313,1313
1973,17,AMWI,145597,50767
1973,17,BUFF,38258,18052
1973,17,BWTE,5750,5273
1973,17,CAGO,9257,9257
1973,17,CANV,5784,4540
1973,17,GADW,1693,1628
1973,17,GOLD,4023,4296
1973,17,MALL,187812,90266
1973,17,MERG,1421,1307
1973,17,NOPI,72791,11486
1973,17,NSHO,52578,18605
1973,17,RNDU,8980,3864
1973,17,RUDU,11589,8041
1973,17,SCAU,483786,119841
1973,18,AGWT,34086,26277
1973,18,AMWI,135023,80200
1973,18,BUFF,24996,8636
1973,18,MALL,88020,42725
1973,18,NOPI,11572,6423
1973,18,NSHO,12136,4814
1973,18,RNDU,5246,2705
1973,18,SCAU,478560,74366
1973,18,SWAN,869,905
1973,20,AGWT,14567,4672
1973,20,AMCO,19180,11759
1973,20,AMWI,46805,18786
1973,20,BUFF,5250,2243
1973,20,BWTE,4254,2003
1973,20,CAGO,713,713
1973,20,CANV,12035,4784
1973,20,GADW,626,320
1973,20,GOLD,2232,734
1973,20,MALL,57047,14212
1973,20,MERG,2759,827
1973,20,NOPI,15111,2627
1973,20,NSHO,24851,7085
1973,20,REDH,5611,2085
1973,20,RNDU,2907,1281
1973,20,RUDU,3368,3240
1973,20,SCAU,47224,16168
1973,20,SWAN,3869,2066
1973,21,AGWT,19863,9234
1973,21,AMCO,4836,4836
1973,21,AMWI,28504,8633
1973,21,BUFF,16239,5194
1973,21,BWTE,3026,2984
1973,21,CAGO,12586,12586
1973,21,GADW,2673,2589
1973,21,GOLD,28054,12116
1973,21,MALL,101286,37724
1973,21,MERG,14956,5477
1973,21,NOPI,782,770
1973,21,RNDU,27200,7932
1973,21,SCAU,126522,36700
1973,22,AGWT,15878,5240
1973,22,AMCO,25331,9552
1973,22,AMWI,65764,24895
1973,22,BUFF,33230,7889
1973,22,BWTE,54190,22058
1973,22,CAGO,3462,3462
1973,22,CANV,7787,3238
1973,22,GADW,15956,10288
1973,22,GOLD,10832,4519
1973,22,MALL,203961,60985
1973,22,MERG,14347,5819
1973,22,NOPI,12667,9149
1973,22,NSHO,4370,2065
1973,22,REDH,3890,2221
1973,22,RNDU,26091,9240
1973,22,SCAU,93776,29839
1973,23,AGWT,25678,6570
1973,23,AMCO,2858,2858
1973,23,AMWI,65893,18619
1973,23,BUFF,34931,11681
1973,23,BWTE,12520,12119
1973,23,CAGO,3359,3359
1973,23,GADW,1843,1868
1973,23,GOLD,52551,21660
1973,23,MALL,198353,46237
1973,23,MERG,45630,15717
1973,23,NOPI,4852,3962
1973,23,NSHO,2120,2377
1973,23,RNDU,44204,11221
1973,23,SCAU,186066,137928
1973,24,AGWT,38303,12021
1973,24,AMCO,8684,5195
1973,24,AMWI,91968,20532
1973,24,BUFF,27463,10814
1973,24,BWTE,13833,11113
1973,24,CAGO,10207,10207
1973,24,CANV,32178,32915
1973,24,GADW,2037,2085
1973,24,GOLD,64115,22673
1973,24,MALL,345994,89005
1973,24,MERG,50846,20392
1973,24,NOPI,5361,3586
1973,24,NSHO,3514,3595
1973,24,REDH,3649,3735
1973,24,RNDU,41628,11983
1973,24,RUDU,996,1019
1973,24,SCAU,115066,16638
1973,25,AGWT,16750,7517
1973,25,AMCO,57849,20227
1973,25,AMWI,51233,12873
1973,25,BUFF,4897,2223
1973,25,BWTE,79265,25824
1973,25,CAGO,14662,14662
1973,25,CANV,33523,9920
1973,25,GADW,20510,8046
1973,25,GOLD,14703,4572
1973,25,MALL,136401,43684
1973,25,MERG,5490,2800
1973,25,NOPI,22029,6178
1973,25,NSHO,28877,7042
1973,25,REDH,19189,7089
1973,25,RNDU,18311,7769
1973,25,RUDU,5878,3902
1973,25,SCAU,71972,19722
1973,25,SWAN,466,435
1973,26,AGWT,188492,37875
1973,26,AMCO,98468,24757
1973,26,AMWI,198301,37699
1973,26,BUFF,28808,5975
1973,26,BWTE,366939,101349
1973,26,CAGO,3251,3251
1973,26,CANV,38092,6531
1973,26,GADW,164552,47112
1973,26,GOLD,12900,10940
1973,26,MALL,1023338,170360
1973,26,NOPI,352350,63646
1973,26,NSHO,254904,59151
1973,26,POND,683871,99134
1973,26,REDH,75949,22914
1973,26,RNDU,2002,1966
1973,26,RUDU,25066,12243
1973,26,SCAU,377271,104421
1973,27,AGWT,66814,32283
1973,27,AMCO,11429,5235
1973,27,AMWI,96914,27004
1973,27,BWTE,40087,14328
1973,27,CAGO,6305,6305
1973,27,CANV,5804,1503
1973,27,GADW,37746,14822
1973,27,GOLD,6751,5905
1973,27,MALL,303209,33353
1973,27,MERG,516,526
1973,27,NOPI,232839,32449
1973,27,NSHO,99817,13807
1973,27,POND,136385,19444
1973,27,REDH,4831,2834
1973,27,RUDU,13158,11995
1973,27,SCAU,112341,31629
1973,27,SWAN,163,168
1973,28,AGWT,37287,8771
1973,28,AMCO,9335,4091
1973,28,AMWI,59019,8073
1973,28,BWTE,25412,9141
1973,28,CAGO,8978,8978
1973,28,CANV,5879,1920
1973,28,GADW,55190,9446
1973,28,MALL,211174,31258
1973,28,MERG,605,605
1973,28,NOPI,269724,42705
1973,28,NSHO,72302,20620
1973,28,POND,121316,20636
1973,28,REDH,1889,1018
1973,28,SCAU,57885,13557
1973,29,AGWT,19274,7025
1973,29,AMCO,26193,21566
1973,29,AMWI,39902,7888
1973,29,BUFF,1785,1254
1973,29,BWTE,26779,6291
1973,29,CAGO,17124,17124
1973,29,CANV,4264,1993
1973,29,GADW,23534,7423
1973,29,MALL,191784,33702
1973,29,MERG,980,992
1973,29,NOPI,170190,23345
1973,29,NSHO,39072,10890
1973,29,POND,83588,22316
1973,29,REDH,6430,3318
